400 2
5.8063 7.7391
8.9154 7.0457
3.0412 0.0989
1.9109 0.5991
-0.1923 0.6707
5.4122 5.5807
1.2588 1.3079
11.4054 4.8982
-0.2902 -3.7311
8.1830 11.3091
3.3003 -3.2521
2.5226 8.3742
5.4646 5.3369
1.6127 -5.3972
2.8407 0.2740
12.0439 8.3663
8.7319 5.8535
0.0011 -0.7609
0.1420 0.2460
6.7522 6.8576
0.6984 1.3434
0.1780 4.1553
-1.9474 1.6342
-1.2154 0.2624
7.0444 7.0556
7.8759 7.3502
10.3582 2.5886
-0.0024 -0.0029
8.9633 2.5486
9.1854 8.8314
4.5914 7.4743
3.0966 1.3363
2.2832 9.8941
-1.2148 1.2219
1.2659 3.8962
9.3173 6.6109
1.5286 -1.4351
4.7806 -0.7565
4.3703 -3.3832
2.1529 -4.8435
3.3021 0.6736
2.2108 0.9120
4.5121 -0.4623
9.2635 1.7372
11.6481 9.5242
1.1422 -1.3642
3.7211 3.2481
3.7187 1.0780
5.9215 4.9338
6.8932 6.9232
5.0557 4.5085
0.6222 2.2767
2.0992 -0.2070
3.1356 1.3360
3.5183 9.9457
6.6353 6.8956
7.5606 8.0535
-0.4873 -4.2047
-3.8321 0.0514
2.0288 1.3031
-1.9886 3.3253
10.6509 11.3283
-0.1443 1.1105
7.2216 6.8032
7.9357 1.8100
5.8653 6.9739
-0.8734 -0.0638
6.8123 6.5566
2.9675 7.8602
0.5118 -3.8389
9.7914 5.6538
-0.9447 -1.1471
-3.2731 1.5736
-4.5679 -3.7592
0.2374 -0.3497
8.0741 6.7437
-3.0519 -0.6755
-0.0804 2.2093
2.4120 3.4523
1.7551 0.3710
4.7990 2.5422
8.8637 6.7725
7.0083 6.4407
0.1859 -0.3386
5.8570 8.0123
7.0029 6.9880
2.4091 4.5483
7.6861 5.3044
2.5949 1.7523
5.2991 2.9263
7.0923 7.7614
0.4449 0.9771
-0.4264 -5.4829
6.3617 8.3626
4.9345 5.3982
8.0889 6.7220
-0.7529 1.4198
11.9196 6.0317
6.4666 4.5982
-5.3242 -1.0273
-3.3911 -1.4024
-1.6270 3.8966
1.7828 2.6811
-2.7840 1.8618
7.9136 2.5120
6.8651 9.4948
5.3797 5.1288
-0.1449 -0.1554
-1.9882 -2.7575
-0.6432 -3.3273
8.8094 6.9043
-0.4091 1.3676
2.1927 5.0688
-2.4135 2.0182
1.5401 -2.8375
6.8780 7.5066
-2.4518 -0.5848
-2.8072 1.9667
10.3439 10.2913
5.5791 8.9534
5.0198 -2.7774
2.9031 0.9922
3.6714 10.2257
7.2346 6.9900
7.8885 6.2572
2.8183 -3.7363
-0.3089 2.5293
6.0962 7.2382
2.2386 5.4094
4.0815 10.8699
7.3313 10.7850
6.4688 3.8368
8.6243 6.8825
9.7175 8.1906
3.7873 2.9524
-3.8796 -3.6013
-3.2882 -0.9906
7.8165 8.3584
-0.0646 -0.1736
2.1074 -1.4515
2.3408 10.2350
2.1370 5.1551
3.7734 3.6043
4.4597 -2.9375
3.9864 2.1817
-1.2018 1.3509
-3.8881 2.5851
10.4643 2.8882
-0.1010 -1.0998
6.4896 2.6765
7.3130 8.6166
1.3368 8.6223
0.6279 -4.1544
0.4072 -1.5841
4.3050 -1.6716
-0.7720 5.6534
0.5336 -0.1760
10.9675 3.2921
-4.7165 -2.0864
7.6663 6.6856
5.8065 11.9547
5.7346 7.6204
4.7448 -0.5838
4.0433 7.3130
0.5250 1.0544
6.3970 2.7250
2.5063 5.8945
1.8227 -2.1769
4.2109 2.6480
4.3720 -2.7704
8.4691 10.5692
10.4446 4.9051
0.1092 -0.7848
-4.5523 3.2482
9.8158 10.7359
6.8930 7.8239
3.8788 7.3026
11.1926 5.8401
3.1991 8.8969
7.3749 9.1139
7.0578 6.9746
4.6664 3.4709
1.3851 7.2435
-0.9279 -0.5001
-0.3352 -2.0267
0.8769 3.5843
2.4539 -3.8209
5.4630 4.8299
2.2752 4.2776
3.6711 3.8110
2.5080 4.5522
2.1730 4.7243
3.4920 5.6899
5.7214 10.5545
5.2538 -1.7206
4.8426 8.5663
11.1564 9.4832
0.9316 3.9050
-1.1360 0.6528
11.0189 10.8523
-0.6886 2.0131
-0.0184 -1.1081
12.4809 8.5684
1.8074 -3.4619
-3.5451 -1.9442
8.8921 9.3814
0.4797 1.9009
4.3691 1.8398
6.3813 8.0898
8.4424 7.2733
0.6523 -0.2886
7.6199 9.1602
4.5496 1.1866
-0.6780 -1.1843
7.5437 4.9801
6.9221 7.8502
8.6564 10.6030
-0.2621 2.7548
6.6582 7.2446
-2.7750 4.9923
3.9290 -3.9739
2.6070 9.4999
1.4777 -0.1288
4.0568 5.1179
7.0271 6.7807
-2.5989 -1.5564
10.6390 11.6457
4.9672 2.2459
11.0008 7.9725
7.8187 1.2476
6.6060 5.5209
5.5821 -1.8756
8.9333 6.9379
0.0066 -3.0606
6.6708 6.7490
7.8345 6.2505
-0.7009 1.5491
3.7223 6.5964
1.3052 2.7040
8.0105 6.3443
3.6512 -4.2767
1.1768 3.1284
5.0680 6.3601
5.0301 8.8886
6.9204 7.8543
2.3815 -3.6280
-2.1612 1.4902
1.9018 1.6944
0.4211 -0.8639
-4.2980 -2.6621
2.0747 3.4820
-1.5765 4.7914
1.8586 0.1617
6.9555 4.9071
6.7178 7.0078
-0.0666 3.9556
0.0514 0.2759
4.0321 6.1356
0.2744 2.7897
2.6989 1.0850
4.9104 3.1540
6.1485 8.3690
9.3435 2.9920
7.8835 10.0415
9.9440 9.9077
8.5913 8.1542
-0.5141 -1.0318
5.7416 6.5781
-2.8935 -0.1917
-0.0250 -0.8107
-0.3819 -4.0803
0.1495 0.3122
2.7500 3.6110
6.1656 7.3023
5.0472 1.3299
6.6078 6.9542
7.2568 3.5922
0.6553 -1.6899
-1.8313 5.4946
7.7102 7.3829
-0.6543 2.1858
4.1711 3.1501
3.6172 7.0448
6.4534 7.2051
7.3313 4.3441
5.3236 0.3912
4.2853 4.1824
7.1973 6.4388
-0.4534 -4.2774
2.3490 -1.0844
7.0724 7.4263
2.6220 1.2300
7.7888 7.4122
